id,question_id,answer_id,answer_text
10170,2543,"B","Un cambio en su dirección."
10171,2543,"C","Una disminución en su fuerza."
10172,2543,"D","Un cambio en su sentido."
10173,2544,"A","La ebullición del agua."
10174,2544,"B","La fusión del hielo."
10175,2544,"C","La congelación del agua de mar"
10176,2544,"D","La condensación del agua."
10177,2545,"A","Es el que existe en un momento dado, con nuestra embarcación parada."
10178,2545,"B","Es la resultante de dos componentes: el viento real y, por otro lado, el rumbo y la velocidad efectiva del buque en sentido contrario."
10179,2545,"C","Es el que genera el propio barco, cuando avanzamos, siempre en dirección opuesta a nuestro rumbo."
10180,2545,"D","Nunca es posible obtenerlo a partir de cálculos matemáticos."
10181,2546,"A","1 milibar."
10182,2546,"B","998 atmósferas."
10183,2546,"C","760 kilopascales."
10184,2546,"D","1013 milibares. Teoría de la navegación."
10185,2547,"A","La variación anual."
10186,2547,"B","La declinación magnética."
10187,2547,"C","La corrección total."
10188,2547,"D","El desvío."
10189,2548,"A","Navegación costera."
10190,2548,"B","Recalada."
10191,2548,"C","Portulanos."
10192,2548,"D","Cartuchos."
10193,2549,"A","Sensibilidad y estabilidad."
10194,2549,"B","Conductividad y maleabilidad."
10195,2549,"C","Flotabilidad y plasticidad."
10196,2549,"D","Permeabilidad y elasticidad."
10197,2550,"A","El efecto que produce la acción del viento en una embarcación en navegación."
10198,2550,"B","El flujo de viento generado por la propia embarcación al ir avante con cierta velocidad."
10199,2550,"C","El efecto que produce la acción de la corriente en una embarcación en navegación."
10200,2550,"D","La velocidad de la corriente de agua que desplaza un barco, medido en nudos."
10201,2551,"A","Demora= Rumbo – Marcación."
10202,2551,"B","Rumbo= Demora + Marcación."
10203,2551,"C","Marcación= Rumbo + Demora."
10204,2551,"D","Marcación= Demora – Rumbo. Carta de navegación."
10205,2552,"A","6,26 metros."
10206,2552,"B","12,26 metros."
10207,2552,"C","10,26 metros."
10208,2552,"D","11,36 metros."
10209,2553,"A","Ra = 065º; HRB: 15:42."
10210,2553,"B","Ra = 066º; HRB: 15:54."
10211,2553,"C","Ra = 070º; HRB: 15:48."
10212,2553,"D","Ra = 074º; HRB: 15:55."
10213,2554,"A","l= 36° 07,4´N; L= 006° 03,7´W."
10214,2554,"B","l= 36° 05,6´N; L= 006° 05,8´W."
10215,2554,"C","l= 36° 05,6´N; L= 005° 05,8´W."
10216,2554,"D","l= 35° 06,6´N; L= 006° 04,5´W."
10217,2555,"A","l= 36º 54,5’N; L= 005º 46,6’W."
10218,2555,"B","l= 35º 55,3’N; L= 005º 45,2’W."
10219,2555,"C","l= 35º 57,2’N; L= 005º 46,4’W."
10220,2555,"D","l= 36º 50,3’N ; L= 005º 41,0’W ."
10221,2556,"A","La pieza o argolla del ancla en la que se anuda el cabo o se afirma el grillete de la cadena."
10222,2556,"B","La pieza vertical del ancla que va desde la argolla al brazo."
10223,2556,"C","La parte del ancla que clava en el fondo marino."
10224,2556,"D","El brazo que sale en forma de cruz en la parte inferior del ancla."
10225,2557,"A","El tubo dentro del cual gira el eje del timón."
10226,2557,"B","El eje del timón."
10227,2557,"C","El aparejo que se arma a cada lado de la caña del timón para gobernarlo con menos esfuerzo."
10228,2557,"D","La parte plana del timón que va sumergida."
10229,2558,"A","Enderezarse o ponerse vertical."
10230,2558,"B","Inclinarse sobre uno de sus costados."
10231,2558,"C","Hundir la proa y levantar la popa."
10232,2558,"D","Hundir la popa y levantar la proa."
10233,2559,"A","El plano de crujía es aquel que divide la embarcación en la mitad de proa y en la mitad de popa."
10234,2559,"B","La obra muerta es la parte sumergida de la embarcación que se separa de la obra viva por el plano de flotación."
10235,2559,"C","La bañera es la cámara abierta a popa de la embarcación donde generalmente va instalada la caña o rueda del timón."
10236,2559,"D","Los portillos son aberturas practicadas en los costados de la embarcación que tienen por objeto la evacuación del agua embarcada en la cubierta. Elementos de amarre y fondeo."
10237,2560,"A","Un cabo que une y sujeta una boya a un ancla fondeada."
10238,2560,"B","Vuelta en forma de ojo que se hace con un cabo."
10239,2560,"C","Cualquiera de los dos extremos de un cabo."
10240,2560,"D","El arco o curvatura en un cabo cuando no está tirante o tenso."
10241,2561,"A","Al giro de una embarcación fondeada en torno al ancla, por efecto del viento o de la corriente, se le denomina garreo."
10242,2561,"B","Se deben tomar referencias a tierra para asegurarnos que el ancla no garrea y vigilar la sonda marcando un fondo mínimo con la alarma."
10243,2561,"C","De forma general, la longitud de cadena para un fondeo con mal tiempo no será superior a una o dos veces la sonda del lugar de fondeo."
10244,2561,"D","Se debe elegir siempre que sea posible un tenedero rocoso o con algas, para facilitar el agarre del ancla. Seguridad."
10245,2562,"A","Se debe volver a leer las instrucciones de la balsa antes de lanzarla."
10246,2562,"B","Sus revisiones periódicas serán realizadas sólo por el patrón de la embarcación, ya que su titulación le habilita para ello."
10247,2562,"C","Si dispone de zafa de liberación hidrostática no estibe la balsa en cubierta, para evitar que la humedad la libere accidentalmente."
10248,2562,"D","Sólo el patrón podrá destrincar y lanzar una balsa al mar, para evitar que pueda ser dañada por cualquier otro miembro de la tripulación."
10249,2563,"A","Vire momentáneamente 70º a la banda de la caída al agua."
10250,2563,"B","Vire momentáneamente 70º a la banda contraria de la caída al agua."
10251,2563,"C","Vire momentáneamente 180º a la banda de la caída al agua."
10252,2563,"D","Dé marcha atrás sin mover el timón hasta volver al punto de caída al agua."
10253,2564,"A","Atravesándonos a la mar."
10254,2564,"B","Disminuyendo la velocidad y cambiando ligeramente el rumbo, ajustando ambos a las condiciones particulares del momento."
10255,2564,"C","Elevando el centro de gravedad del buque con pesos en cubierta."
10256,2564,"D","Aumentando la velocidad para cortar las olas."
10257,2565,"A","El traslado de pesos desde la proa a la popa."
10258,2565,"B","El traslado de pesos desde la popa a la proa."
10259,2565,"C","La elevación de pesos a zonas superiores a la cubierta."
10260,2565,"D","La bajada de pesos a zonas inferiores a la cubierta. Legislación."
10261,2566,"A","6 nudos."
10262,2566,"B","4 nudos."
10263,2566,"C","3 nudos."
10264,2566,"D","12 nudos."
10265,2567,"A","Áreas en las que está prohibida la navegación para la protección de hábitats de especies en excedente."
10266,2567,"B","Reservas de biodiversidad que tienen un interés económico-industrial especial."
10267,2567,"C","Áreas protegidas y exclusivas para la pesca en el Mediterráneo."
10268,2567,"D","Zonas que albergan ecosistemas específicos de la zona mediterránea o hábitats de especies en peligro. Balizamiento."
10269,2568,"A","Normalmente tienen forma de castillete o espeque."
10270,2568,"B","El color de la marca será blanco con bandas horizontales."
10271,2568,"C","El color de su luz (si tuviera) será amarillo."
10272,2568,"D","Su luz tendrá Grupos de tres destellos GpD (3)."
10273,2569,"A","De estribor."
10274,2569,"B","De babor."
10275,2569,"C","Canal principal a estribor."
10276,2569,"D","Canal principal a babor."
10277,2570,"A","Emplearse como una Ayuda a la Navegación Móvil (MatoN)."
10278,2570,"B","Incluir el uso de pictogramas para indicar su finalidad."
10279,2570,"C","Utilizarse para indicar la aproximación a un puerto."
10280,2570,"D","Indicar un nuevo peligro en las aguas de navegación."
10281,2571,"A","Pueden ser amarillas, y si llevan luz debe ser de color distinto al de la marca."
10282,2571,"B","Sus luces pueden emplear alguno de los ritmos utilizados para las luces blancas."
10283,2571,"C","El uso de pictogramas no está autorizado para este tipo de marcas."
10284,2571,"D","Si tuviesen marca de tope sería una ""X"" amarilla."
10285,2572,"A","Con los vértices hacia arriba."
10286,2572,"B","Con los vértices hacia abajo."
10287,2572,"C","Opuestos por sus bases."
10288,2572,"D","Opuestos por sus vértices. Reglamento (RIPA)."
10289,2573,"A","Una luz de tope a proa, luces de costado y una luz de alcance."
10290,2573,"B","Una luz de tope a proa, una segunda luz de tope a popa, luces de costado y una luz de alcance."
10291,2573,"C","Una luz de tope a proa, una segunda luz de tope a popa y luces de costado."
10292,2573,"D","Una luz blanca todo horizonte a proa, luces de costado y una luz de alcance."
10293,2574,"A","Transitar lo más rápido posible el recodo y lo más próximo posible al límite exterior de babor de éste."
10294,2574,"B","Navegar alerta y con precaución haciendo sonar una pitada larga."
10295,2574,"C","Transitar lo más rápido posible el recodo haciendo sonar dos pitadas largas seguidas de una corta."
10296,2574,"D","Navegar alerta escuchando el canal 09 de VHF, por el cual se deberá avisar en periodos de 2 minutos de nuestra posición y del recodo en concreto que estamos transitando."
10297,2575,"A","Embarcación dedicada a la pesca de arrastre."
10298,2575,"B","Embarcación dedicada a la pesca, que no sea de arrastre, cuyo aparejo se extiende más 150 metros."
10299,2575,"C","Embarcación restringida por su calado."
10300,2575,"D","Embarcación navegando a vela y a propulsión mecánica simultáneamente."
10301,2576,"A","El estado de visibilidad."
10302,2576,"B","Las concentraciones de buques de pesca."
10303,2576,"C","El calado en relación con la profundidad disponible."
10304,2576,"D","La pericia del patrón."
10305,2577,"A","Una señal fumígena que produzca una densa humareda roja."
10306,2577,"B","Una señal emitida por cualquier sistema de señales consistente en el grupo ---… --- del Código Morse."
10307,2577,"C","Un sonido continúo producido por cualquier aparato de señales de niebla."
10308,2577,"D","Una señal emitida por radiotelefonía consistente en la palabra ""Securité""."
10309,2578,"A","Mantenerse apartado de la derrota del otro buque."
10310,2578,"B","Mantener su rumbo y velocidad."
10311,2578,"C","Caer a estribor."
10312,2578,"D","Caer a babor."
10313,2579,"A","Toda clase de embarcación, incluidas las embarcaciones sin desplazamiento, las naves de vuelo rasante y los hidroaviones, utilizadas como medio de transporte sobre el agua."
10314,2579,"B","Toda clase de embarcación con o sin desplazamiento, pero en ningún caso los hidroaviones, que se utilice como medio de transporte en el agua."
10315,2579,"C","Únicamente las embarcaciones con desplazamiento que se utilicen como medio de transporte en el agua."
10316,2579,"D","Toda clase de embarcación con desplazamiento, que se utilice como medio de transporte en el agua, propulsada mecánicamente o a vela, quedando excluida todo tipo de embarcación de remo."
10317,2580,"A","Un buque de propulsión mecánica en navegación."
10318,2580,"B","Un buque dedicado a la pesca."
10319,2580,"C","Un hidroavión amarado."
10320,2580,"D","Un hidroavión volando cerca de la superficie."
10321,2581,"A","Únicamente en la parte superior del palo dos luces todo horizonte en línea vertical, siendo blanca la superior y roja la inferior."
10322,2581,"B","Las luces de costado, la luz de alcance y, además, dos luces todo horizonte en línea vertical, siendo blanca la superior y roja la inferior."
10323,2581,"C","Una luz de tope, luces de costado y una luz de alcance."
10324,2581,"D","Las luces de costado, la luz de alcance y, además, dos luces todo horizonte en línea vertical, siendo roja la superior y blanca la inferior."
10325,2582,"A","Una pitada larga complementándola necesariamente con un destello durante la duración de toda la maniobra, por ser de noche."
10326,2582,"B","Una pitada corta complementándola obligatoriamente con un destello durante la duración de toda la maniobra."
10327,2582,"C","Una pitada corta pudiéndola completar con un destello durante la duración de toda la maniobra."
10328,2582,"D","Un destello únicamente, por ser de noche. Maniobra y navegación."
10329,2583,"A","Fase de deriva, fase variable y fase alterna."
10330,2583,"B","Fase de maniobra, fase variable y fase uniforme."
10331,2583,"C","Fase de maniobra, fase de abatimiento y fase alterna."
10332,2583,"D","Fase de deriva, fase de abatimiento y fase uniforme."
10333,2584,"A","Paso 1: Largar amarras excepto el largo de proa, timón a babor y poca atrás. Paso 2: Una vez abierta la popa del muelle, soltar cabo y gobernar hacia la salida."
10334,2584,"B","Paso 1: Largar amarras excepto el esprín de proa, timón a estribor y poca avante. Paso 2: Una vez abierta la popa del muelle, soltar cabo y gobernar hacia la salida."
10335,2584,"C","Paso 1: Largar todo, timón a estribor y poca avante. Paso 2: Una vez abiertos del muelle gobernar hacia la salida."
10336,2584,"D","Paso 1: Largar todo, timón a babor y poca avante. Paso 2: Una vez abiertos del muelle gobernar hacia la salida. Emergencias en la mar."
10337,2585,"A","La responsabilidad recae siempre en la embarcación que navegue a mayor velocidad."
10338,2585,"B","La prioridad absoluta es elaborar parte amistoso y dar traslado de toda la información que figure en nuestro seguro, siempre que nos la solicite la parte contraria."
10339,2585,"C","Solamente en ciertos casos una vía de agua producirá un aumento del calado, por lo que no debe preocuparnos hasta haber completado el parte amistoso."
10340,2585,"D","La evaluación de las averías sufridas y asistencia a las personas que puedan encontrarse heridas debe realizarse a la mayor brevedad posible."
10341,2586,"A","En caso de producirse una quemadura, recorte la ampolla, limpie la quemadura y cúbrala con gasas grasas y un vendaje que la comprima."
10342,2586,"B","Ante una hemorragia externa, en una zona compresible y sin síntomas de hipotermia, comprima fuertemente con la mano sobre gasas limpias al menos 4 o 5 minutos, pudiendo aplicar posteriormente un vendaje compresivo."
10343,2586,"C","Si se presenta una herida leve, alargada y profunda, limpie la herida con agua y jabón, frotando con un algodón, séquela con una gasa aplicando un antiséptico y tapónela con un apósito autoadhesivo estéril."
10344,2586,"D","En caso de sufrir un golpe de calor, sitúe al afectado en un lugar fresco, seco y bien ventilado, quítele la ropa y enfríelo mediante paños de agua fría hasta que la temperatura corporal alcance los 37,5º C, administrándole al tiempo una bebida estimulante."
10345,2587,"A","Atacaremos el fuego por la base de las llamas y nos aproximaremos siempre mirando al fuego."
10346,2587,"B","Si existe corriente de aire nos aproximaremos con ésta a nuestra espalda."
10347,2587,"C","Utilizaremos como agente extintor el polvo seco."
10348,2587,"D","Posicionaremos la embarcación de forma que el foco principal del incendio quede a barlovento para evitar la propagación del fuego. Meteorología"
10349,2588,"A","Nocturna, con dirección y sentido de tierra a mar."
10350,2588,"B","Diurna, con dirección y sentido de mar a tierra."
10351,2588,"C","Diurna, con dirección y sentido de tierra a mar."
10352,2588,"D","Nocturna, con dirección y sentido de mar a tierra."
10353,2589,"A","La temperatura de fusión del hielo y la temperatura de condensación del agua al nivel del mar."
10354,2589,"B","La temperatura de fusión del hielo y la temperatura de congelación del agua al nivel del mar."
10355,2589,"C","La temperatura de fusión del hielo y la temperatura de ebullición del agua al nivel del mar."
10356,2589,"D","La temperatura de fisión del hielo y la temperatura de condensación del agua al nivel del mar."
10357,2590,"A","Sí, siempre y cuando ésta haya sido emitida en formato LSD en el canal 9 por un usuario con autorización emitida por la Comunidad Autónoma correspondiente."
10358,2590,"B","No, debe ser emitida en formato papel, a través de la AEMET."
10359,2590,"C","Sí, pero la transmisión debe ser emitida por un Centro de Salvamento Marítimo o Estación Radiocostera."
10360,2590,"D","Sí, pero para ser válida ésta debe ser recibida expresamente por NAVTEX."
10361,2591,"A","Se puede determinar empleando solamente la escala Beaufort ya que tienen el mismo sistema de medida (velocidad)."
10362,2591,"B","Es el número de horas que ha soplado el aire en una misma dirección."
10363,2591,"C","Es un incremento brusco en la intensidad del viento."
10364,2591,"D","Es la extensión o alcance que tienen el viento sobre la mar con una dirección y fuerza constantes. Teoría de la navegación."
10365,2592,"A","Es un círculo menor paralelo al ecuador."
10366,2592,"B","Es un círculo máximo perpendicular al eje de la tierra."
10367,2592,"C","En un círculo máximo que pasa por los polos."
10368,2592,"D","En un círculo menor paralelo al eje de la tierra."
10369,2593,"A","A partir de la proa, de 0º a 360º en el sentido de las agujas del reloj o de 0º a 180º por cada banda."
10370,2593,"B","De 0º a 360º desde la proa en sentido contrario a las agujas del reloj, en cuyo caso su signo siempre es positivo."
10371,2593,"C","De 0º a 180º, por cada banda, a partir de la proa, considerándose positivas las tomadas por babor y negativas las tomadas por estribor."
10372,2593,"D","A partir del Norte, de 0º a 360º en el sentido de las agujas del reloj, teniendo la ventaja de que su signo siempre será positivo."
10373,2594,"A","15º (+)."
10374,2594,"B","7º (­)."
10375,2594,"C","7º (+)."
10376,2594,"D","15º (-)."
10377,2595,"A","Desvío."
10378,2595,"B","Corrección total."
10379,2595,"C","Declinación magnética."
10380,2595,"D","Demora."
10381,2596,"A","Un viento en calma y una presión atmosférica de 998 mbar."
10382,2596,"B","Un viento que sopla de la mar hacia tierra y una presión atmosférica de 993 mbar."
10383,2596,"C","Un viento en calma y una presión atmosférica de 1.013 mbar."
10384,2596,"D","Un viento que sopla de tierra hacia la mar y una presión atmosférica de 1.028 mbar. Carta de navegación."
10385,2597,"A","l= 36° 08,1’N; L= 005° 13,9’W."
10386,2597,"B","l= 36° 06,8’N; L= 005° 16,5’W."
10387,2597,"C","l= 36° 06,0’N; L= 005° 15,2’W."
10388,2597,"D","l= 36° 07,5’N; L= 005° 15,8’W."
10389,2598,"A","l = 35º 57,8’N; L = 005º 35,8’W."
10390,2598,"B","l= 35º 52,7’N; L= 005º 36,0’W."
10391,2598,"C","l= 36º 00,8’N; L= 005º 33,6’W."
10392,2598,"D","l= 36º 02,2’N; L= 005º 35,0’W."
10393,2599,"A","Ra= 256º; Hrb= 13:30."
10394,2599,"B","Ra= 262º; Hrb= 13:42."
10395,2599,"C","Ra= 271º; Hrb= 13:42."
10396,2599,"D","Ra= 250º; Hrb= 13:45."
10397,2600,"A","8,82 m."
10398,2600,"B","7,78 m."
10399,2600,"C","8,56 m."
10400,2600,"D","8,22 m."
10401,2601,"A","La pieza o argolla del ancla en la que se anuda el cabo o se afirma el grillete de la cadena."
10402,2601,"B","La pieza vertical del ancla que va desde la argolla al brazo."
10403,2601,"C","La parte del ancla que clava en el fondo marino."
10404,2601,"D","El brazo que sale en forma de cruz en la parte inferior del ancla."
10405,2602,"A","Enderezarse o ponerse vertical."
10406,2602,"B","Inclinarse sobre uno de sus costados."
10407,2602,"C","Hundir la proa y levantar la popa."
10408,2602,"D","Hundir la popa y levantar la proa."
10409,2603,"A","El plano de crujía es aquel que divide la embarcación en la mitad de proa y en la mitad de popa."
10410,2603,"B","La obra muerta es la parte sumergida de la embarcación que se separa de la obra viva por el plano de flotación."
10411,2603,"C","La bañera es la cámara abierta a popa de la embarcación donde generalmente va instalada la caña o rueda del timón."
10412,2603,"D","Los portillos son aberturas practicadas en los costados de la embarcación que tienen por objeto la evacuación del agua embarcada en la cubierta."
10413,2604,"A","El tubo dentro del cual gira el eje del timón."
10414,2604,"B","El eje del timón."
10415,2604,"C","El aparejo que se arma a cada lado de la caña del timón para gobernarlo con menos esfuerzo."
10416,2604,"D","La parte plana del timón que va sumergida. Elementos de amarre y fondeo."
10417,2605,"A","Al giro de una embarcación fondeada en torno al ancla, por efecto del viento o de la corriente, se le denomina garreo."
10418,2605,"B","Se deben tomar referencias a tierra para asegurarnos que el ancla no garrea y vigilar la sonda marcando un fondo mínimo con la alarma."
10419,2605,"C","De forma general, la longitud de cadena para un fondeo con mal tiempo no será superior a una o dos veces la sonda del lugar de fondeo."
10420,2605,"D","Se debe elegir siempre que sea posible un tenedero rocoso o con algas, para facilitar el agarre del ancla."
10421,2606,"A","Un cabo que une y sujeta una boya a un ancla fondeada."
10422,2606,"B","Vuelta en forma de ojo que se hace con un cabo."
10423,2606,"C","Cualquiera de los dos extremos de un cabo."
10424,2606,"D","El arco o curvatura en un cabo cuando no está tirante o tenso. Seguridad."
10425,2607,"A","El traslado de pesos desde la proa a la popa."
10426,2607,"B","El traslado de pesos desde la popa a la proa."
10427,2607,"C","La elevación de pesos a zonas superiores a la cubierta."
10428,2607,"D","La bajada de pesos a zonas inferiores a la cubierta."
10429,2608,"A","Se debe volver a leer las instrucciones de la balsa antes de lanzarla."
10430,2608,"B","Sus revisiones periódicas serán realizadas sólo por el patrón de la embarcación, ya que su titulación le habilita para ello."
10431,2608,"C","Si dispone de zafa de liberación hidrostática no estibe la balsa en cubierta, para evitar que la humedad la libere accidentalmente."
10432,2608,"D","Sólo el patrón podrá destrincar y lanzar una balsa al mar, para evitar que pueda ser dañada por cualquier otro miembro de la tripulación."
10433,2609,"A","Atravesándonos a la mar."
10434,2609,"B","Disminuyendo la velocidad y cambiando ligeramente el rumbo, ajustando ambos a las condiciones particulares del momento."
10435,2609,"C","Elevando el centro de gravedad del buque con pesos en cubierta."
10436,2609,"D","Aumentando la velocidad para cortar las olas."
10437,2610,"A","Vire momentáneamente 70º a la banda de la caída al agua."
10438,2610,"B","Vire momentáneamente 70º a la banda contraria de la caída al agua."
10439,2610,"C","Vire momentáneamente 180º a la banda de la caída al agua."
10440,2610,"D","Dé marcha atrás sin mover el timón hasta volver al punto de caída al agua. Legislación."
10441,2611,"A","6 nudos."
10442,2611,"B","4 nudos."
10443,2611,"C","3 nudos."
10444,2611,"D","12 nudos."
10445,2612,"A","Áreas en las que está prohibida la navegación para la protección de hábitats de especies en excedente."
10446,2612,"B","Reservas de biodiversidad que tienen un interés económico-industrial especial."
10447,2612,"C","Áreas protegidas y exclusivas para la pesca en el Mediterráneo."
10448,2612,"D","Zonas que albergan ecosistemas específicos de la zona mediterránea o hábitats de especies en peligro. Balizamiento."
10449,2613,"A","De estribor."
10450,2613,"B","De babor."
10451,2613,"C","Canal principal a estribor."
10452,2613,"D","Canal principal a babor."
10453,2614,"A","Normalmente tienen forma de castillete o espeque."
10454,2614,"B","El color de la marca será blanco con bandas horizontales."
10455,2614,"C","El color de su luz (si tuviera) será amarillo."
10456,2614,"D","Su luz tendrá Grupos de tres destellos GpD (3)."
10457,2615,"A","Pueden ser amarillas, y si llevan luz debe ser de color distinto al de la marca."
10458,2615,"B","Sus luces pueden emplear alguno de los ritmos utilizados para las luces blancas."
10459,2615,"C","El uso de pictogramas no está autorizado para este tipo de marcas."
10460,2615,"D","Si tuviesen marca de tope sería una ""X"" amarilla."
10461,2616,"A","Con los vértices hacia arriba."
10462,2616,"B","Con los vértices hacia abajo."
10463,2616,"C","Opuestos por sus bases."
10464,2616,"D","Opuestos por sus vértices."
10465,2617,"A","Emplearse como una Ayuda a la Navegación Móvil (MatoN)."
10466,2617,"B","Incluir el uso de pictogramas para indicar su finalidad."
10467,2617,"C","Utilizarse para indicar la aproximación a un puerto."
10468,2617,"D","Indicar un nuevo peligro en las aguas de navegación. Reglamento (RIPA)."
10469,2618,"A","Toda clase de embarcación, incluidas las embarcaciones sin desplazamiento, las naves de vuelo rasante y los hidroaviones, utilizadas como medio de transporte sobre el agua."
10470,2618,"B","Toda clase de embarcación con o sin desplazamiento, pero en ningún caso los hidroaviones, que se utilice como medio de transporte en el agua."
10471,2618,"C","Únicamente las embarcaciones con desplazamiento que se utilicen como medio de transporte en el agua."
10472,2618,"D","Toda clase de embarcación con desplazamiento, que se utilice como medio de transporte en el agua, propulsada mecánicamente o a vela, quedando excluida todo tipo de embarcación de remo."
10473,2619,"A","Una luz de tope a proa, luces de costado y una luz de alcance."
10474,2619,"B","Una luz de tope a proa, una segunda luz de tope a popa, luces de costado y una luz de alcance."
10475,2619,"C","Una luz de tope a proa, una segunda luz de tope a popa y luces de costado."
10476,2619,"D","Una luz blanca todo horizonte a proa, luces de costado y una luz de alcance."
10477,2620,"A","El estado de visibilidad."
10478,2620,"B","Las concentraciones de buques de pesca."
10479,2620,"C","El calado en relación con la profundidad disponible."
10480,2620,"D","La pericia del patrón."
10481,2621,"A","Únicamente en la parte superior del palo dos luces todo horizonte en línea vertical, siendo blanca la superior y roja la inferior."
10482,2621,"B","Las luces de costado, la luz de alcance y, además, dos luces todo horizonte en línea vertical, siendo blanca la superior y roja la inferior."
10483,2621,"C","Una luz de tope, luces de costado y una luz de alcance."
10484,2621,"D","Las luces de costado, la luz de alcance y, además, dos luces todo horizonte en línea vertical, siendo roja la superior y blanca la inferior."
10485,2622,"A","Mantenerse apartado de la derrota del otro buque."
10486,2622,"B","Mantener su rumbo y velocidad."
10487,2622,"C","Caer a estribor."
10488,2622,"D","Caer a babor."
10489,2623,"A","Transitar lo más rápido posible el recodo y lo más próximo posible al límite exterior de babor de éste."
10490,2623,"B","Navegar alerta y con precaución haciendo sonar una pitada larga."
10491,2623,"C","Transitar lo más rápido posible el recodo haciendo sonar dos pitadas largas seguidas de una corta."
10492,2623,"D","Navegar alerta escuchando el canal 09 de VHF, por el cual se deberá avisar en periodos de 2 minutos de nuestra posición y del recodo en concreto que estamos transitando."
10493,2624,"A","Un buque de propulsión mecánica en navegación."
10494,2624,"B","Un buque dedicado a la pesca."
10495,2624,"C","Un hidroavión amarado."
10496,2624,"D","Un hidroavión volando cerca de la superficie."
10497,2625,"A","Una pitada larga complementándola necesariamente con un destello durante la duración de toda la maniobra, por ser de noche."
10498,2625,"B","Una pitada corta complementándola obligatoriamente con un destello durante la duración de toda la maniobra."
10499,2625,"C","Una pitada corta pudiéndola completar con un destello durante la duración de toda la maniobra."
10500,2625,"D","Un destello únicamente, por ser de noche."
10501,2626,"A","Una señal fumígena que produzca una densa humareda roja."
10502,2626,"B","Una señal emitida por cualquier sistema de señales consistente en el grupo ---… --- del Código Morse."
10503,2626,"C","Un sonido continúo producido por cualquier aparato de señales de niebla."
10504,2626,"D","Una señal emitida por radiotelefonía consistente en la palabra ""Securité""."
10505,2627,"A","Embarcación dedicada a la pesca de arrastre."
10506,2627,"B","Embarcación dedicada a la pesca, que no sea de arrastre, cuyo aparejo se extiende más 150 metros."
10507,2627,"C","Embarcación restringida por su calado."
10508,2627,"D","Embarcación navegando a vela y a propulsión mecánica simultáneamente. Maniobra y navegación."
10509,2628,"A","Paso 1: Largar amarras excepto el largo de proa, timón a babor y poca atrás. Paso 2: Una vez abierta la popa del muelle, soltar cabo y gobernar hacia la salida."
10510,2628,"B","Paso 1: Largar amarras excepto el esprín de proa, timón a estribor y poca avante. Paso 2: Una vez abierta la popa del muelle, soltar cabo y gobernar hacia la salida."
10511,2628,"C","Paso 1: Largar todo, timón a estribor y poca avante. Paso 2: Una vez abiertos del muelle gobernar hacia la salida."
10512,2628,"D","Paso 1: Largar todo, timón a babor y poca avante. Paso 2: Una vez abiertos del muelle gobernar hacia la salida."
10513,2629,"A","Fase de deriva, fase variable y fase alterna."
10514,2629,"B","Fase de maniobra, fase variable y fase uniforme."
10515,2629,"C","Fase de maniobra, fase de abatimiento y fase alterna."
10516,2629,"D","Fase de deriva, fase de abatimiento y fase uniforme. Emergencias en la mar."
10517,2630,"A","Atacaremos el fuego por la base de las llamas y nos aproximaremos siempre mirando al fuego."
10518,2630,"B","Si existe corriente de aire nos aproximaremos con ésta a nuestra espalda."
10519,2630,"C","Utilizaremos como agente extintor el polvo seco."
10520,2630,"D","Posicionaremos la embarcación de forma que el foco principal del incendio quede a barlovento para evitar la propagación del fuego."
10521,2631,"A","En caso de producirse una quemadura, recorte la ampolla, limpie la quemadura y cúbrala con gasas grasas y un vendaje que la comprima."
10522,2631,"B","Ante una hemorragia externa, en una zona compresible y sin síntomas de hipotermia, comprima fuertemente con la mano sobre gasas limpias al menos 4 o 5 minutos, pudiendo aplicar posteriormente un vendaje compresivo."
10523,2631,"C","Si se presenta una herida leve, alargada y profunda, limpie la herida con agua y jabón, frotando con un algodón, séquela con una gasa aplicando un antiséptico y tapónela con un apósito autoadhesivo estéril."
10524,2631,"D","En caso de sufrir un golpe de calor, sitúe al afectado en un lugar fresco, seco y bien ventilado, quítele la ropa y enfríelo mediante paños de agua fría hasta que la temperatura corporal alcance los 37,5º C, administrándole al tiempo una bebida estimulante."
10525,2632,"A","La responsabilidad recae siempre en la embarcación que navegue a mayor velocidad."
10526,2632,"B","La prioridad absoluta es elaborar parte amistoso y dar traslado de toda la información que figure en nuestro seguro, siempre que nos la solicite la parte contraria."
10527,2632,"C","Solamente en ciertos casos una vía de agua producirá un aumento del calado, por lo que no debe preocuparnos hasta haber completado el parte amistoso."
10528,2632,"D","La evaluación de las averías sufridas y asistencia a las personas que puedan encontrarse heridas debe realizarse a la mayor brevedad posible. Meteorología"
10529,2633,"A","La temperatura de fusión del hielo y la temperatura de condensación del agua al nivel del mar."
10530,2633,"B","La temperatura de fusión del hielo y la temperatura de congelación del agua al nivel del mar."
10531,2633,"C","La temperatura de fusión del hielo y la temperatura de ebullición del agua al nivel del mar."
10532,2633,"D","La temperatura de fisión del hielo y la temperatura de condensación del agua al nivel del mar."
10533,2634,"A","Sí, siempre y cuando ésta haya sido emitida en formato LSD en el canal 9 por un usuario con autorización emitida por la Comunidad Autónoma correspondiente."
10534,2634,"B","No, debe ser emitida en formato papel, a través de la AEMET."
